단어,개수
설명했다참고로,1
자가면역질환은,1
여러가지,1
원인으로,2
면역체계의,1
균형이,1
깨지면서,1
면역체계가,2
신체를,1
공격하는,5
염증이,3
과도하고,1
만성적으로,1
지속될,9
과도한,2
소화기계에,1
크론병이나,1
대장염으로,1
나타난다,3
증상이,3
관절에,1
발생할,6
류머티즘,45
피부에선,1
교수왼쪽과,1
,1
내년월,1
특허만료국내외,1
경쟁휴미라,1
쟁탈전,1
공장,2
사옥,1
동아쏘시오홀딩스,1
본관,1
스텔라라성분명,3
우스테키누맙의,2
만료를,5
물밑경쟁을,1
치열하게,1
펼치고,2
자가면역치료제인,1
대기,2
특허는,37
월,7
월에,17
만료될,24
얀센이,8
인터루킨,17
,17
억제제로,1
판상형,31
크론병,47
사용되는,10
시장조사,32
기관인,29
아이큐비아에,35
억만,10
조억원에,6
달했다,5
대부분을,2
조가,1
넘는,25
만료가,3
눈앞으로,2
다가오면서,2
선점,1
뛰어들었다,5
미국식품의약국에,1
허가신청을,2
아일랜드,1
알보텍이,3
월과,1
월에,2
과,1
유럽의약품청에,1
국내에선,1
에,17
신청한,20
일,44
식품의약품안전처에,14
동아에스티도,1
에,1
에,1
분기에는,1
년부터,5
말까지,7
미국,15
폴란드,22
에스토니아,9
개국에서,1
명의,1
의,1
시험을,11
임상시험,1
유효성과,61
안전성에서,1
스텔라라와의,1
동등성을,39
확인했다고,3
에도,9
신청서를,23
제출해,8
관계자는은,1
글로벌상,1
임상을,89
확인했다며,8
유럽에,1
시장에도,15
에,1
종료했다,2
구체화되지,2
시도할,1
임상시험,11
제품들은,3
피하주사제형으로,1
라니테라퓨틱스와,3
투여,1
의약품들이,1
출시되면서,2
하락할,2
높다고,2
가격과,1
교환성에서,1
주목된다,6
년에,7
번에,1
투약이,5
진행되며,2
국내의,1
본인부담금이,1
만원대,1
바이오시밀러는,10
의약품보다,2
보통,1
가량,1
저렴한,5
가격에,4
출시되고,1
상호교환성을,3
인정받으면,1
대체,3
약품을,1
처방해도,1
약사가,2
효능의,1
판매할,7
제도다,1
인터체인저블대체가능품목은,1
법으로,1
의사의,2
따로,8
구하지,1
복제약으로,1
바꿔,3
처방할,12
상호교환성,1
유리해지는,1
측면이,2
법인장,2
인터뷰램시마램시마,1
프,1
레미케이드,9
제치고,3
위신속한,1
차별화퀄리티공급,1
안정성,4
전략,58
주효이,1
년월일,1
시분에,1
유럽,1
값이,1
싸다는,1
이유로,13
처방하지,1
도전,3
년만에,3
제칠,2
있었던,6
단순,11
가지,6
확보했기,1
확고히,1
자리매김했다,1
일현지시간,1
인터뷰,2
기자일현지시간,1
철저한,1
분석과,2
전략으로,19
도약했다고,1
강조했다유럽,1
개국독일,1
영국,3
스페인,2
치료제인,20
레미케이드성분명,4
인플릭시맙,6
영국에,2
로,3
크다,4
간판,1
처방액,6
억원,3
무려,5
아이큐비아,1
레미케이드를,1
수치다특히,1
직판에,5
램시마까지,14
안착하면서,1
입찰,40
도소매,1
장악했다,2
와,1
선진국들은,1
바이오시밀러에,13
신속한,1
퀄리티,1
공급,1
역량을,34
핵심으로,1
램시마는,1
퍼스트,11
론칭했고,1
편의성에,1
변화에,5
개발해,10
론칭했다,1
방대한,1
데이터를,34
퀄리티,1
제품보다,2
받았다고,1
바이오시밀러는,1
경쟁사들이,1
않거나,1
작다는,1
이유,4
공급량을,1
일정하게,1
유지하지,1
않는다며,4
반면,1
위탁생산,11
생산하는,4
데,1
가,1
제대로,11
공정을,1
유지하는지,1
철저하게,1
자체적으로,2
허들이,1
가이드라인을,2
준수하고,1
셀트리온헬스케어만의,1
장점으로,3
주목받고,20
세가지,1
비결이라고,1
목소리를,9
높였다실제로,1
를,17
대형병원연합,2
수주에,16
성공하며,1
독점,36
같이,20
줄수,1
베네핏을,1
어필되고,1
바이오,3
정책은,1
,1
끼친다,1
나머지는,2
신뢰와,1
서비스라며,1
서비스라는,1
제품군으로,2
치료하면서,1
약의,3
잔존농도,1
확인해,4
데이터로,1
알려주고,1
상태를,6
객관적으로,6
파악할,1
도와주는,1
개념이다,1
입찰그룹에서,1
고객들이,1
예측하고,4
알아내,1
펼친,8
먹혀들고,1
분석했다또한,2
도소매,6
타깃한,1
한창이던,3
출시돼,8
어려움을,21
겪었지만,1
찾는,3
되면서,2
증가년,1
,3
년,2
,2
년,2
하는,1
폭발적인,1
병원,8
환우회,16
도모해야해,1
시장으로,14
분류된다,2
출현시,1
년,5
용법,1
주도하는,2
차별화가,2
주효한,2
평가다,9
혁신으로,1
리드하고,1
있다면,1
바이오시밀러보다,3
늦게,1
유플라이마휴미라,4
바이오시밀러는,2
,1
선,6
앞서는,2
거두고,2
있다특히,2
그저,1
회사가,40
인식되고,1
개척하고,1
에마뉘엘,1
마크롱,1
대통령까지,1
안다고,1
인정할,2
론칭한,2
기업이다,6
과정이,1
없었다면,1
에,1
불과했었을,1
램시마,2
만들고,3
정책을,17
선도하며,1
개척했다,1
유럽에서는,10
리딩,1
평가받고,2
환자와,4
의사,29
감동시킨,1
여명의,1
군단유럽,1
서,1
위램시마,1
대활약,1
손잡은,1
대전환이,1
배경파리프랑스이데일리,1
드골,1
공항에서,1
차로,1
한시간을,1
달리자,1
센강변,1
근처에,1
하얀색,1
건물이,1
눈에,8
들어왔다,2
입주한,2
이곳은,1
무대를,1
장악하고,1
바이오시밀러,1
거점으로,2
평가받는다셀트리온헬스케어가,1
삼은,1
이시레물리노,1
지역은,3
,2
굴지의,2
대기업들이,1
기반을,15
다진,2
곳으로도,1
유명하다,1
바이오산업을,1
대표하고,1
성공에,1
기대치도,1
남다르다,1
이시레물리노,1
아미랄,2
빌딩,1
층에,1
자리잡고,1
건물은,1
파리를,1
본사로,1
유로스포츠,1
방송국이,1
탄생시킨,1
주역들이,1
상당한,5
화상회의를,1
기자프랑스,1
감동시킨,1
퀄리티오브라이프,1
주효일현지시간,1
방문한,2
셀트리온헬스케어,4
사무실은,2
여명,6
남짓한,1
바쁘게,1
주재원,2
명,1
채용인원,1
명으로,1
커머셜,1
담당,1
협상,1
품질관리,1
나뉘어,2
램시마성분명,12
위,1
트룩시마성분명,10
리툭시맙,8
위라는,1
결과물을,1
냈고,2
뒤처졌던,1
계열,12
냈다혁혁한,1
성과와,1
특유의,15
세련됨보다는,1
수수한,1
느낌이,2
물씬,1
풍겼다,1
좁게는,1
넓게는,1
역사가,1
써내려져가고,1
현장이라는,1
생각에,1
마음이,7
웅장해졌다프랑스,1
개척했다고,1
과언이,1
독일,1
하나다,10
출시됐는데,1
바이오시밀러였다,1
램시마로,10
만들며,1
개척했다며,1
해가,1
바뀔수록,1
느낀다,2
됐다고,6
언급했다자녀가,1
처방해,1
삶이,1
개선되고,1
감동한,1
눈물까지,1
흘렸다는,1
일화는,1
꽤,3
유명한,2
얘기다,2
정맥주사의,1
주마다,1
시간씩,2
자녀까지,1
있다면,2
유지하기,2
어려운,25
현실이다,1
스스로,36
주사가,9
가능해,1
의료진의,16
만족도가,1
높다는,4
일간지,1
르몽드에,2
실린,2
기사,1
현지에서는,2
행보에,8
무척,1
왼쪽김동식,1
법인장,1
오른쪽살림,1
디렉터사진셀트리온헬스케어램시마에,1
만족도는,1
수치로도,1
첫해,1
코로나라는,1
악재에도,1
년만에,15
시장점유율,5
년,1
기준로,1
까지,1
더한,3
정확한,12
분석을,5
매출에만,1
집중하던,2
대전환,1
삶까지,1
고려한,3
퀄리티오브라이프,2
전략이,13
작동한,1
결과다김,1
불과,1
매출이나,1
숫자가,1
성공의,1
기준이었다면서,1
직접판매를,1
우리,34
사람의,12
삶에,1
끼치는지,1
보이기,2
시작하면서,2
바꿨다,1
기업으로서의,2
성공은,1
만족에서,1
판단해,4
의료진들과,1
개선되도록,1
노력하고,1
전략은,4
강조하고,1
기조와도,1
맞닿아,1
시너지도,1
항목이,1
이시레몰리노,1
빌딩,1
기자직판,1
성공,8
키워드,1
신속혁신신뢰고객,1
반영하는,1
속도와,1
의사결정이,11
글로벌제약사,4
굉장히,9
빠르다,1
제약사는,1
의견과,2
제안,1
컴플레인에,1
대응하는데,1
걸리지만,1
며칠,2
해결한다,1
로시차,2
데자르댕,2
마케팅대외협력,2
신속성을,1
꼽았다,7
가까이서,1
듣고,6
수정하면서,1
대외적인,2
신뢰도가,3
높아졌다는,1
설명이다또한,1
의료,1
프랑스시장에,1
것도,2
제형을,1
셀트리온헬스케어다라면서,1
혁신성에도,1
의미를,4
뒀다,1
벤,1
할리파,1
디렉터도,1
셀트리온헬스케어의,1
뒤에는,2
경쟁사보다,3
혁신성은,1
고농도,2
제형으로,1
두는데,1
성공했다고,1
말했다신속성과,1
혁신성을,1
신뢰도를,3
탄탄하게,2
처방시,1
질문을,1
적게,2
속한다,1
의료진이나,1
불만이,7
없다는,8
의미다,8
단순,1
정책이,2
스킨십을,1
환경과,2
특성의,1
디테일을,1
파악,1
커스터마이징된,1
도출해야,1
한다며,15
이를,1
제고해,1
나가야,1
지금까지는,2
면역질환에,1
도전했다면,1
이제부터는,1
천식,23
피부,1
안과,12
질환에도,1
도전할,2
신뢰받는,1
파트너로서,2
개의,1
열심히,17
뛸,1
소재부품장비소부장,1
중소기업,2
이셀과,3
저장운송용,1
샘플링,1
백을,1
프로젝트에,3
도입하고,1
샘플링,8
독일,5
싸토리우스와,1
써모피셔,1
의존했다바이오업계에,1
월부터,1
검토했다,1
중간에,3
산물,1
을,1
테스트할,1
산물을,1
저장하거나,1
운송하기,1
활용하는,6
형태다,1
프로세스,2
저장,1
운송용,1
백이다셀트리온은,1
년,1
정도,13
피드백을,1
진행,2
끌어올렸다고,2
판단한,3
이슈를,9
검증했다올해,1
하반기부터는,3
프로젝트,2
전반에,8
국산화를,1
협업했다며,1
올해,13
도입할,1
방침이라고,1
밝혔다바이오,1
국산화는,1
공통된,2
정부는,3
년부터,9
한국바이오협회와,3
바이오,6
연대협력협의체를,1
출범하는,1
내놓기,1
올해도,13
산업통상자원부를,1
중장기,10
로드맵을,1
기획하고,1
알려졌다셀트리온이,2
정책과,1
산업통상자원부는,1
발표하면서,2
대기업과,3
중소기업의,1
연대협력,1
모델을,3
자립화를,1
이끌겠다고,1
매칭을,1
지원하고,6
자금을,4
지원했다,6
이때,5
지원에,4
추진했다,3
월일부터,3
월일까지,7
장내,7
매수올해만,1
세번째,1
억원,5
매입셀트리온이,1
세번째로,7
매입에,2
나선다셀트리온은,8
결정했다고,15
밝혔다셀트리온이,5
만천주,1
금액,5
억원,17
년,30
만천주약,1
천억원의,1
사진셀트리온,6
페이스북,3
캡쳐셀트리온은,1
만주천억원,1
현금,19
배당,13
주식,29
결정,11
환원을,7
기울여,3
왔다셀트리온,3
셀트리온의,11
자신감과,9
노력으로,9
세번째,8
진행하게,10
자사주,5
취득과,10
더불어,43
성장동력,11
강화하고,30
기업가치,13
보존과,11
노력하겠다고,6
밝혔다한편,6
금융시장,7
합병시기를,3
로고셀트리온,4
재판매,21
금지서울연합뉴스,12
창사,8
이래,25
담은,3
,2
보고서를,2
발간했다고,2
보고서에는,2
접근성,2
향상,1
창출,2
확대,9
인프라,3
확충의,1
주제와,1
분야별,2
관리,4
현황이,1
담겼다,3
직속,2
전담,3
부서를,1
조직하고,2
이사회,151
위원회를,3
신설하는,2
거버넌스를,2
구축했으며,1
감축을,2
기후변화,1
정보,3
공개,4
협의체,1
서포터즈에,1
가입하고,1
만들었다고,1
흐름에,2
보고서를,6
발간할,1
기우성,29
,3
영역별,2
과제의,2
이행,3
여부,3
점검해,2
높여갈,2
위원회,1
설치,1
완료,6
로고,11
사진셀트리온,13
제공,15
,4
발간했다,2
활동과,1
전담부서를,1
구축했다,1
추진해온,1
지속가능경영,3
공개하고,3
이해관계자와,1
소통을,5
실천해,1
환경,2
사회,2
강화,8
노력과,3
계획이,7
보고서는,1
보고서에,1
가이드라인,1
,1
,1
에,1
작성됐다,1
독립된,1
제자,1
검증을,2
보고서의,1
정확성과,1
신뢰성을,1
높였다보고서에서,1
진단을,2
중점,2
개선과제를,1
도출하기,1
외부,6
환경사회적,1
요인이,2
재무적,1
가치에,2
영향뿐,1
경영활동이,1
외부에,1
영향까지,1
중대성,1
도입했다,4
의약품,1
향상,1
신성장동력,1
연구개발,1
확충,2
수록했다,1
개의,16
도출하고,1
현황을,4
수록했다이외에도,1
기후변화,1
대응과,1
,1
,1
,3
,1
,1
,1
서포터즈,1
가입과,1
제정했다,1
보고서,3
발간사를,1
예정이다고,2
제형,3
니즈,1
개선프랑스에선,1
혁신기업,1
이미지품질,1
유지하며,1
비용절감프랑스,1
사회,5
요구하는,7
보편적,1
의료혜택,1
충족,1
직원들,8
프랑스,6
단순한,1
혁신의약품을,1
만드는,10
이미지가,1
있습니다일현지시간,1
직판직접판매,1
체계가,3
자리잡은,1
밝혔다유럽에서,1
본격적으로,38
도입한,6
램시마성분,1
인플릭시맙에,1
사용자,2
편의를,15
크개,1
피하주사제,1
셀트리온헬스케어였다는,1
이유에서다데자르뎅,1
경쟁사들에,1
비해,7
신속한,6
의사소통도,1
법인의,13
장점,2
주씩,1
걸리는,4
사안도,1
안으로,5
해결할,4
고객들의,1
도움이,41
된다는,3
프랑스법인,1
전경,1
뉴스직판체계,1
이후에도,6
유지셀트리온헬스케어,1
램시마에,11
직판을,8
만들어졌다,1
사례로는,1
처음이다특히,1
시장과,3
약국을,1
혼재한다,1
대형병원연합인,1
유니하,2
유니캔서,1
조직이,1
차지한다최근,1
프랑스법인은,1
,2
입찰을,2
수주해,1
독점공급권을,1
확보했다대규모,1
입찰에선,1
가격이나,1
항목을,2
종합해,2
평가한다,1
입찰에,3
한번에,1
대량의,1
하나하나,2
체결해야,1
확보가,7
어렵지만,4
공급에,1
오래,5
유지할,2
크다작년,1
,1
,1
트룩시마성분,1
위,1
허쥬마성분,1
트라스트주맙,1
위,1
위이다,1
베그젤마성분,1
베바시주맙는,1
집계,3
중이다특히,1
팬데믹대유행으로,1
대면,2
마케팅을,3
못했음에도,1
년,1
,1
,2
,4
의,1
후발,5
제품임에도,1
바이오시밀러이자,1
보유해,2
월별,1
증가가,17
이뤄지고,7
유니하를,1
작지만,1
도소매로,1
옮겨간,1
브랜드,39
쓰는,10
허쥬마를,1
전환하며,1
베그젤마에,6
이르기까지,1
확장했다,1
디렉터,1
뉴스셀트리온헬스케어,1
사회가치,1
보편성,2
요구,5
충족살림,1
퍼스트무버로서의,1
입지,6
외에,34
차별화된,35
가지를,1
꼽았다먼저,1
적응증,32
대부분에,1
적용할,4
패키지,1
상품을,1
보유했다는,1
강점으로,2
크론병이나,1
궤양성대장염,1
종류나,1
정도에,1
쓰지만,1
내성이나,1
약효가,2
떨어지면,1
약물로,2
많다는,3
출시하면서,1
충족할,1
제제인,1
병원에서만,1
일상생활을,1
위해서는,11
정기적으로,1
찾아,11
투여받아야,1
암환자처럼,1
생명을,1
연장하는,1
유지하는,1
목적으로,14
장점이다특히,1
아달리무맙은,2
경쟁품과,1
농도와,1
둬,1
기대를,4
부분도,4
설명했다마지막으로,1
경쟁제품과,1
전체적인,1
줄여,2
사회적인,1
중요하다고,2
설명했다이는,1
사회가,1
중시하는,1
디렉터에,1
사회에는,1
만,2
자국민,1
보편적인,1
의료혜택을,1
철학에,1
장기고액질병,1
본인부담금을,1
국가에서,27
지급한다,1
의료비,1
절감이,3
의약품의,1
품질과,1
비용절감을,1
제공하자는,1
이념을,1
발휘할,1
이유라고,4
설명했다이어,4
년,13
주년이,1
쓰면,1
안심하지,1
못했던,2
지금은,6
안심하고,2
사용한다,5
프랑스,1
사회에,1
신뢰감,1
개를,1
출시하겠다는,2
포부와,1
자긍심을,1
있다라고,2
셀트리온억원,1
매입에쓰씨엔지니어링억원,1
금호미쓰이화학,1
여주공장,1
수주한미반도체억원,1
제조용,1
장비,1
수주,2
매입해,1
만주,6
억원의,5
만주억원,6
완료했고,7
지속했다,1
만,1
매수,9
예정오는,1
연수구송도에,2
본사와,2
제공장,2
시사저널,1
이종현셀트리온이,1
주주,39
제고하기,2
차원이다셀트리온은,1
만주의,1
매수할,4
공시했다셀트리온은,3
월에도,1
마무리되면,3
만주억원,1
규모의,1
만주억원,1
규모를,1
매입했다셀트리온,1
자사주,7
동력,8
강화하고,7
노력하겠다고,7
매입하기로,2
